VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,improvement_surcharge,tip_amount,tolls_amount,total_amount,congestion_surcharge,airport_fee
6,2023-06-24 01:23:00,2023-06-22 13:42:00,3,2.43,1,N,244,232,1,38.05,0.0,0.5,0.3,1.44,0.0,21.59,2.5,0.0
6,2023-06-28 10:26:00,2023-06-11 03:47:00,4,1.82,1,N,36,254,1,29.77,0.0,0.5,0.3,0.27,0.0,16.81,2.5,0.0
6,2023-06-21 13:27:00,2023-06-20 20:20:00,2,9.59,1,N,219,1,1,13.08,0.0,0.5,0.3,3.49,0.0,11.02,2.5,0.0
6,2023-06-12 02:22:00,2023-06-27 02:50:00,1,5.2,1,N,156,116,2,21.5,0.0,0.5,0.3,1.87,0.0,15.56,2.5,0.0
6,2023-06-04 20:52:00,2023-06-15 20:52:00,4,7.78,1,N,11,29,1,27.21,0.0,0.5,0.3,5.84,0.0,37.71,2.5,0.0
6,2023-06-17 09:21:00,2023-06-01 02:59:00,4,13.34,1,N,13,72,2,15.86,0.0,0.5,0.3,6.2,0.0,49.07,2.5,0.0
6,2023-06-01 09:37:00,2023-06-23 10:29:00,4,8.62,1,N,193,128,2,49.69,0.0,0.5,0.3,4.22,0.0,15.06,2.5,0.0
6,2023-06-14 16:26:00,2023-06-23 11:39:00,1,3.61,1,N,200,80,2,37.73,0.0,0.5,0.3,5.31,0.0,45.93,2.5,0.0
6,2023-06-02 00:14:00,2023-06-01 16:54:00,1,8.81,1,N,254,28,2,35.92,0.0,0.5,0.3,1.55,0.0,41.36,2.5,0.0
6,2023-06-03 19:32:00,2023-06-14 00:06:00,4,0.96,1,N,148,163,2,41.91,0.0,0.5,0.3,6.22,0.0,46.35,2.5,0.0
6,2023-06-25 12:41:00,2023-06-08 18:33:00,4,12.81,1,N,80,93,1,19.28,0.0,0.5,0.3,0.38,0.0,26.65,2.5,0.0
6,2023-06-19 15:01:00,2023-06-25 02:02:00,3,6.48,1,N,191,227,2,18.44,0.0,0.5,0.3,3.2,0.0,17.8,2.5,0.0
6,2023-06-03 23:22:00,2023-06-28 21:50:00,1,14.09,1,N,39,234,1,16.22,0.0,0.5,0.3,0.52,0.0,30.21,2.5,0.0
6,2023-06-26 16:25:00,2023-06-17 16:08:00,1,3.38,1,N,255,119,1,20.06,0.0,0.5,0.3,1.63,0.0,21.03,2.5,0.0
6,2023-06-18 14:59:00,2023-06-02 13:22:00,4,13.27,1,N,35,167,2,44.85,0.0,0.5,0.3,3.78,0.0,44.33,2.5,0.0
6,2023-06-02 10:07:00,2023-06-16 13:32:00,1,3.15,1,N,257,264,2,28.24,0.0,0.5,0.3,4.05,0.0,32.32,2.5,0.0
6,2023-06-15 07:17:00,2023-06-07 09:18:00,4,8.41,1,N,172,7,2,23.17,0.0,0.5,0.3,4.49,0.0,13.09,2.5,0.0
6,2023-06-09 16:43:00,2023-06-21 18:53:00,2,10.54,1,N,70,7,1,31.66,0.0,0.5,0.3,6.02,0.0,33.65,2.5,0.0
6,2023-06-22 20:34:00,2023-06-14 16:37:00,3,8.63,1,N,111,193,2,20.68,0.0,0.5,0.3,7.68,0.0,17.72,2.5,0.0
6,2023-06-13 14:16:00,2023-06-22 14:04:00,2,4.78,1,N,10,45,2,48.1,0.0,0.5,0.3,5.5,0.0,53.12,2.5,0.0
6,2023-06-15 04:50:00,2023-06-23 15:27:00,3,7.32,1,N,82,160,1,33.14,0.0,0.5,0.3,1.72,0.0,6.1,2.5,0.0
6,2023-06-10 21:24:00,2023-06-07 00:53:00,3,2.93,1,N,258,24,1,14.43,0.0,0.5,0.3,5.2,0.0,37.73,2.5,0.0
6,2023-06-16 09:50:00,2023-06-11 07:03:00,3,1.48,1,N,31,250,2,35.84,0.0,0.5,0.3,1.17,0.0,48.84,2.5,0.0
6,2023-06-23 04:25:00,2023-06-01 19:24:00,2,11.19,1,N,167,93,2,14.73,0.0,0.5,0.3,1.07,0.0,44.05,2.5,0.0
6,2023-06-12 13:46:00,2023-06-28 01:15:00,1,0.76,1,N,233,154,1,43.89,0.0,0.5,0.3,7.93,0.0,39.97,2.5,0.0
6,2023-06-18 20:01:00,2023-06-06 03:58:00,2,14.24,1,N,255,42,2,6.25,0.0,0.5,0.3,2.64,0.0,17.43,2.5,0.0
6,2023-06-01 18:32:00,2023-06-17 13:23:00,3,10.66,1,N,182,138,2,17.85,0.0,0.5,0.3,4.67,0.0,24.39,2.5,0.0
6,2023-06-26 00:29:00,2023-06-09 00:53:00,1,13.47,1,N,94,134,2,30.92,0.0,0.5,0.3,6.67,0.0,22.86,2.5,0.0
6,2023-06-19 10:36:00,2023-06-14 16:57:00,2,8.12,1,N,109,96,1,46.49,0.0,0.5,0.3,3.82,0.0,31.49,2.5,0.0
6,2023-06-10 03:22:00,2023-06-24 10:31:00,1,1.57,1,N,257,244,1,54.61,0.0,0.5,0.3,0.54,0.0,40.44,2.5,0.0
6,2023-06-10 19:14:00,2023-06-26 11:02:00,2,10.82,1,N,153,102,2,31.97,0.0,0.5,0.3,0.7,0.0,23.39,2.5,0.0
6,2023-06-06 23:31:00,2023-06-08 14:25:00,3,9.12,1,N,207,48,1,41.98,0.0,0.5,0.3,5.47,0.0,21.64,2.5,0.0
6,2023-06-11 22:58:00,2023-06-24 14:55:00,3,7.02,1,N,229,18,2,26.99,0.0,0.5,0.3,6.86,0.0,30.0,2.5,0.0
6,2023-06-21 19:01:00,2023-06-09 21:41:00,3,13.79,1,N,177,202,1,10.34,0.0,0.5,0.3,1.74,0.0,16.71,2.5,0.0
6,2023-06-06 19:48:00,2023-06-17 17:51:00,2,5.26,1,N,161,19,2,21.11,0.0,0.5,0.3,1.36,0.0,21.8,2.5,0.0
6,2023-06-19 00:42:00,2023-06-20 00:14:00,4,2.67,1,N,6,20,1,45.36,0.0,0.5,0.3,7.15,0.0,13.55,2.5,0.0
6,2023-06-04 14:52:00,2023-06-24 11:02:00,1,14.25,1,N,262,119,2,5.22,0.0,0.5,0.3,3.49,0.0,51.02,2.5,0.0
6,2023-06-27 15:10:00,2023-06-21 02:58:00,1,2.48,1,N,148,264,1,9.53,0.0,0.5,0.3,3.2,0.0,15.36,2.5,0.0
6,2023-06-01 04:27:00,2023-06-25 22:37:00,1,3.83,1,N,50,57,1,6.15,0.0,0.5,0.3,4.69,0.0,15.37,2.5,0.0
6,2023-06-11 17:39:00,2023-06-16 00:31:00,3,5.22,1,N,153,244,2,35.33,0.0,0.5,0.3,7.59,0.0,42.23,2.5,0.0
6,2023-06-28 06:11:00,2023-06-08 11:05:00,2,6.65,1,N,156,27,2,22.7,0.0,0.5,0.3,3.17,0.0,46.84,2.5,0.0
6,2023-06-17 04:11:00,2023-06-04 16:39:00,4,11.08,1,N,76,28,2,14.35,0.0,0.5,0.3,4.55,0.0,29.19,2.5,0.0
6,2023-06-17 14:25:00,2023-06-17 11:34:00,4,8.26,1,N,86,15,2,43.89,0.0,0.5,0.3,3.76,0.0,40.38,2.5,0.0
6,2023-06-25 04:35:00,2023-06-24 23:38:00,3,9.91,1,N,67,66,2,20.63,0.0,0.5,0.3,2.54,0.0,5.9,2.5,0.0
6,2023-06-04 07:03:00,2023-06-21 11:58:00,3,6.58,1,N,4,174,1,12.15,0.0,0.5,0.3,4.86,0.0,7.56,2.5,0.0
